citizen_id,lifestyle_type
98091,Investor
98092,Adventure Seeker
98093,Travel Enthusiast
98094,Fitness Enthusiast
98095,Travel Enthusiast
98096,Health-Conscious
98097,Travel Enthusiast
98098,Investor
98099,Travel Enthusiast
98100,Adventure Seeker
98101,Adventure Seeker
98102,Travel Enthusiast
98103,Health-Conscious
98104,Adventure Seeker
98105,Fitness Enthusiast
98106,Adventure Seeker
98107,Travel Enthusiast
98108,Health-Conscious
98109,Investor
98110,Adventure Seeker
98111,Investor
98112,Health-Conscious
98113,Adventure Seeker
98114,Health-Conscious
98115,Investor
98116,Travel Enthusiast
98117,Travel Enthusiast
98118,Adventure Seeker
98119,Travel Enthusiast
98120,Health-Conscious
98121,Health-Conscious
98122,Fitness Enthusiast
98123,Health-Conscious
98124,Health-Conscious
98125,Investor
98126,Fitness Enthusiast
98127,Adventure Seeker
98128,Travel Enthusiast
98129,Adventure Seeker
98130,Fitness Enthusiast
98131,Investor
98132,Investor
98133,Health-Conscious
98134,Travel Enthusiast
98135,Health-Conscious
98136,Fitness Enthusiast
98137,Fitness Enthusiast
98138,Adventure Seeker
98139,Travel Enthusiast
98140,Investor
98141,Travel Enthusiast
98142,Travel Enthusiast
98143,Travel Enthusiast
98144,Investor
98145,Investor
98146,Fitness Enthusiast
98147,Travel Enthusiast
98148,Investor
98149,Fitness Enthusiast
98150,Travel Enthusiast
98151,Investor
98152,Investor
98153,Investor
98154,Fitness Enthusiast
98155,Travel Enthusiast
98156,Health-Conscious
98157,Health-Conscious
98158,Adventure Seeker
98159,Adventure Seeker
98160,Fitness Enthusiast
98161,Travel Enthusiast
98162,Investor
98163,Fitness Enthusiast
98164,Fitness Enthusiast
98165,Adventure Seeker
98166,Fitness Enthusiast
98167,Health-Conscious
98168,Health-Conscious
98169,Travel Enthusiast
98170,Health-Conscious
98171,Adventure Seeker
98172,Fitness Enthusiast
98173,Investor
98174,Travel Enthusiast
98175,Health-Conscious
98176,Investor
98177,Investor
98178,Fitness Enthusiast
98179,Health-Conscious
98180,Travel Enthusiast
98181,Adventure Seeker
98182,Adventure Seeker
98183,Health-Conscious
98184,Fitness Enthusiast
98185,Adventure Seeker
98186,Fitness Enthusiast
98187,Investor
98188,Fitness Enthusiast
98189,Adventure Seeker
98190,Adventure Seeker
98191,Investor
98192,Investor
98193,Health-Conscious
98194,Fitness Enthusiast
98195,Health-Conscious
98196,Travel Enthusiast
98197,Investor
98198,Health-Conscious
98199,Health-Conscious
98200,Health-Conscious
98201,Adventure Seeker
98202,Travel Enthusiast
98203,Health-Conscious
98204,Travel Enthusiast
98205,Health-Conscious
98206,Health-Conscious
98207,Fitness Enthusiast
98208,Fitness Enthusiast
98209,Fitness Enthusiast
98210,Health-Conscious
98211,Investor
98212,Health-Conscious
98213,Travel Enthusiast
98214,Health-Conscious
98215,Fitness Enthusiast
98216,Travel Enthusiast
98217,Investor
98218,Adventure Seeker
98219,Health-Conscious
98220,Fitness Enthusiast
98221,Adventure Seeker
98222,Fitness Enthusiast
98223,Travel Enthusiast
98224,Travel Enthusiast
98225,Health-Conscious
98226,Adventure Seeker
98227,Fitness Enthusiast
98228,Health-Conscious
98229,Travel Enthusiast
98230,Adventure Seeker
98231,Fitness Enthusiast
98232,Travel Enthusiast
98233,Health-Conscious
98234,Fitness Enthusiast
98235,Fitness Enthusiast
98236,Adventure Seeker
98237,Investor
98238,Adventure Seeker
98239,Fitness Enthusiast
98240,Health-Conscious
98241,Adventure Seeker
98242,Fitness Enthusiast
98243,Health-Conscious
98244,Adventure Seeker
98245,Investor
98246,Adventure Seeker
98247,Investor
98248,Adventure Seeker
98249,Adventure Seeker
98250,Travel Enthusiast
98251,Adventure Seeker
98252,Fitness Enthusiast
98253,Fitness Enthusiast
98254,Adventure Seeker
98255,Fitness Enthusiast
98256,Fitness Enthusiast
98257,Investor
98258,Investor
98259,Health-Conscious
98260,Investor
98261,Travel Enthusiast
98262,Adventure Seeker
98263,Investor
98264,Travel Enthusiast
98265,Health-Conscious
98266,Adventure Seeker
98267,Travel Enthusiast
98268,Health-Conscious
98269,Adventure Seeker
98270,Fitness Enthusiast
98271,Investor
98272,Health-Conscious
98273,Health-Conscious
98274,Investor
98275,Fitness Enthusiast
98276,Fitness Enthusiast
98277,Adventure Seeker
98278,Investor
98279,Travel Enthusiast
98280,Investor
98281,Adventure Seeker
98282,Investor
98283,Adventure Seeker
98284,Investor
98285,Adventure Seeker
98286,Investor
98287,Investor
98288,Travel Enthusiast
98289,Health-Conscious
98290,Fitness Enthusiast
98291,Fitness Enthusiast
98292,Investor
98293,Adventure Seeker
98294,Health-Conscious
98295,Travel Enthusiast
98296,Health-Conscious
98297,Investor
98298,Travel Enthusiast
98299,Health-Conscious
98300,Travel Enthusiast
98301,Health-Conscious
98302,Travel Enthusiast
98303,Health-Conscious
98304,Health-Conscious
98305,Travel Enthusiast
98306,Fitness Enthusiast
98307,Health-Conscious
98308,Adventure Seeker
98309,Travel Enthusiast
98310,Travel Enthusiast
98311,Health-Conscious
98312,Adventure Seeker
98313,Fitness Enthusiast
98314,Health-Conscious
98315,Fitness Enthusiast
98316,Adventure Seeker
98317,Fitness Enthusiast
98318,Investor
98319,Adventure Seeker
98320,Travel Enthusiast
98321,Health-Conscious
98322,Adventure Seeker
98323,Health-Conscious
98324,Health-Conscious
98325,Fitness Enthusiast
98326,Health-Conscious
98327,Fitness Enthusiast
98328,Travel Enthusiast
98329,Health-Conscious
98330,Adventure Seeker
98331,Health-Conscious
98332,Adventure Seeker
98333,Travel Enthusiast
98334,Adventure Seeker
98335,Travel Enthusiast
98336,Adventure Seeker
98337,Adventure Seeker
98338,Health-Conscious
98339,Health-Conscious
98340,Travel Enthusiast
98341,Fitness Enthusiast
98342,Travel Enthusiast
98343,Investor
98344,Investor
98345,Fitness Enthusiast
98346,Fitness Enthusiast
98347,Investor
98348,Health-Conscious
98349,Travel Enthusiast
98350,Health-Conscious
98351,Investor
98352,Fitness Enthusiast
98353,Adventure Seeker
98354,Fitness Enthusiast
98355,Fitness Enthusiast
98356,Fitness Enthusiast
98357,Adventure Seeker
98358,Travel Enthusiast
98359,Travel Enthusiast
98360,Health-Conscious
98361,Investor
98362,Investor
98363,Health-Conscious
98364,Health-Conscious
98365,Adventure Seeker
98366,Investor
98367,Investor
98368,Fitness Enthusiast
98369,Travel Enthusiast
98370,Travel Enthusiast
98371,Investor
98372,Adventure Seeker
98373,Investor
98374,Travel Enthusiast
98375,Adventure Seeker
98376,Adventure Seeker
98377,Investor
98378,Adventure Seeker
98379,Investor
98380,Investor
98381,Health-Conscious
98382,Fitness Enthusiast
98383,Fitness Enthusiast
98384,Investor
98385,Investor
98386,Health-Conscious
98387,Travel Enthusiast
98388,Travel Enthusiast
98389,Fitness Enthusiast
98390,Investor
98391,Health-Conscious
98392,Travel Enthusiast
98393,Adventure Seeker
98394,Travel Enthusiast
98395,Travel Enthusiast
98396,Health-Conscious
98397,Health-Conscious
98398,Investor
98399,Fitness Enthusiast
98400,Health-Conscious
98401,Fitness Enthusiast
98402,Investor
98403,Travel Enthusiast
98404,Health-Conscious
98405,Fitness Enthusiast
98406,Investor
98407,Investor
98408,Health-Conscious
98409,Health-Conscious
98410,Investor
98411,Health-Conscious
98412,Travel Enthusiast
98413,Adventure Seeker
98414,Fitness Enthusiast
98415,Investor
98416,Adventure Seeker
98417,Fitness Enthusiast
98418,Adventure Seeker
98419,Fitness Enthusiast
98420,Adventure Seeker
98421,Fitness Enthusiast
98422,Health-Conscious
98423,Fitness Enthusiast
98424,Adventure Seeker
98425,Investor
98426,Fitness Enthusiast
98427,Adventure Seeker
98428,Adventure Seeker
98429,Investor
98430,Travel Enthusiast
98431,Adventure Seeker
98432,Travel Enthusiast
98433,Fitness Enthusiast
98434,Travel Enthusiast
98435,Adventure Seeker
98436,Adventure Seeker
98437,Investor
98438,Travel Enthusiast
98439,Fitness Enthusiast
98440,Investor
98441,Investor
98442,Health-Conscious
98443,Travel Enthusiast
98444,Adventure Seeker
98445,Health-Conscious
98446,Fitness Enthusiast
98447,Investor
98448,Fitness Enthusiast
98449,Fitness Enthusiast
98450,Health-Conscious
98451,Health-Conscious
98452,Adventure Seeker
98453,Adventure Seeker
98454,Health-Conscious
98455,Fitness Enthusiast
98456,Investor
98457,Adventure Seeker
98458,Adventure Seeker
98459,Adventure Seeker
98460,Adventure Seeker
98461,Investor
98462,Fitness Enthusiast
98463,Health-Conscious
98464,Fitness Enthusiast
98465,Adventure Seeker
98466,Travel Enthusiast
98467,Adventure Seeker
98468,Travel Enthusiast
98469,Adventure Seeker
98470,Travel Enthusiast
98471,Travel Enthusiast
98472,Investor
98473,Travel Enthusiast
98474,Investor
98475,Adventure Seeker
98476,Fitness Enthusiast
98477,Adventure Seeker
98478,Fitness Enthusiast
98479,Adventure Seeker
98480,Adventure Seeker
98481,Fitness Enthusiast
98482,Health-Conscious
98483,Health-Conscious
98484,Fitness Enthusiast
98485,Investor
98486,Travel Enthusiast
98487,Adventure Seeker
98488,Adventure Seeker
98489,Adventure Seeker
98490,Travel Enthusiast
98491,Fitness Enthusiast
98492,Health-Conscious
98493,Investor
98494,Health-Conscious
98495,Adventure Seeker
98496,Health-Conscious
98497,Adventure Seeker
98498,Investor
98499,Fitness Enthusiast
98500,Adventure Seeker
98501,Health-Conscious
98502,Investor
98503,Travel Enthusiast
98504,Adventure Seeker
98505,Adventure Seeker
98506,Travel Enthusiast
98507,Adventure Seeker
98508,Fitness Enthusiast
98509,Travel Enthusiast
98510,Fitness Enthusiast
98511,Investor
98512,Travel Enthusiast
98513,Fitness Enthusiast
98514,Travel Enthusiast
98515,Adventure Seeker
98516,Investor
98517,Investor
98518,Adventure Seeker
98519,Travel Enthusiast
98520,Adventure Seeker
98521,Adventure Seeker
98522,Adventure Seeker
98523,Travel Enthusiast
98524,Adventure Seeker
98525,Fitness Enthusiast
98526,Travel Enthusiast
98527,Investor
98528,Travel Enthusiast
98529,Travel Enthusiast
98530,Adventure Seeker
98531,Fitness Enthusiast
98532,Investor
98533,Fitness Enthusiast
98534,Health-Conscious
98535,Adventure Seeker
98536,Travel Enthusiast
98537,Fitness Enthusiast
98538,Fitness Enthusiast
98539,Health-Conscious
98540,Adventure Seeker
98541,Travel Enthusiast
98542,Investor
98543,Investor
98544,Investor
98545,Adventure Seeker
98546,Fitness Enthusiast
98547,Health-Conscious
98548,Fitness Enthusiast
98549,Fitness Enthusiast
98550,Health-Conscious
98551,Fitness Enthusiast
98552,Investor
98553,Health-Conscious
98554,Fitness Enthusiast
98555,Adventure Seeker
98556,Health-Conscious
98557,Travel Enthusiast
98558,Fitness Enthusiast
98559,Adventure Seeker
98560,Travel Enthusiast
98561,Health-Conscious
98562,Health-Conscious
98563,Adventure Seeker
98564,Fitness Enthusiast
98565,Health-Conscious
98566,Travel Enthusiast
98567,Travel Enthusiast
98568,Health-Conscious
98569,Health-Conscious
98570,Investor
98571,Travel Enthusiast
98572,Fitness Enthusiast
98573,Adventure Seeker
98574,Fitness Enthusiast
98575,Travel Enthusiast
98576,Investor
98577,Fitness Enthusiast
98578,Investor
98579,Travel Enthusiast
98580,Adventure Seeker
98581,Fitness Enthusiast
98582,Investor
98583,Health-Conscious
98584,Health-Conscious
98585,Investor
98586,Adventure Seeker
98587,Travel Enthusiast
98588,Travel Enthusiast
98589,Fitness Enthusiast
98590,Health-Conscious
98591,Investor
98592,Travel Enthusiast
98593,Adventure Seeker
98594,Investor
98595,Health-Conscious
98596,Adventure Seeker
98597,Adventure Seeker
98598,Adventure Seeker
98599,Travel Enthusiast
98600,Fitness Enthusiast
98601,Fitness Enthusiast
98602,Fitness Enthusiast
98603,Health-Conscious
98604,Travel Enthusiast
98605,Health-Conscious
98606,Fitness Enthusiast
98607,Investor
98608,Adventure Seeker
98609,Health-Conscious
98610,Investor
98611,Travel Enthusiast
98612,Health-Conscious
98613,Health-Conscious
98614,Investor
98615,Health-Conscious
98616,Health-Conscious
98617,Fitness Enthusiast
98618,Fitness Enthusiast
98619,Investor
98620,Investor
98621,Travel Enthusiast
98622,Fitness Enthusiast
98623,Travel Enthusiast
98624,Health-Conscious
98625,Investor
98626,Travel Enthusiast
98627,Adventure Seeker
98628,Travel Enthusiast
98629,Travel Enthusiast
98630,Adventure Seeker
98631,Fitness Enthusiast
98632,Investor
98633,Travel Enthusiast
98634,Investor
98635,Fitness Enthusiast
98636,Travel Enthusiast
98637,Adventure Seeker
98638,Travel Enthusiast
98639,Fitness Enthusiast
98640,Travel Enthusiast
98641,Adventure Seeker
98642,Adventure Seeker
98643,Travel Enthusiast
98644,Health-Conscious
98645,Fitness Enthusiast
98646,Health-Conscious
98647,Health-Conscious
98648,Health-Conscious
98649,Investor
98650,Adventure Seeker
98651,Fitness Enthusiast
98652,Investor
98653,Fitness Enthusiast
98654,Investor
98655,Travel Enthusiast
98656,Adventure Seeker
98657,Health-Conscious
98658,Fitness Enthusiast
98659,Travel Enthusiast
98660,Health-Conscious
98661,Adventure Seeker
98662,Health-Conscious
98663,Investor
98664,Fitness Enthusiast
98665,Fitness Enthusiast
98666,Fitness Enthusiast
98667,Health-Conscious
98668,Adventure Seeker
98669,Investor
98670,Adventure Seeker
98671,Travel Enthusiast
98672,Fitness Enthusiast
98673,Adventure Seeker
98674,Adventure Seeker
98675,Investor
98676,Adventure Seeker
98677,Adventure Seeker
98678,Health-Conscious
98679,Fitness Enthusiast
98680,Adventure Seeker
98681,Adventure Seeker
98682,Adventure Seeker
98683,Investor
98684,Fitness Enthusiast
98685,Travel Enthusiast
98686,Health-Conscious
98687,Health-Conscious
98688,Investor
98689,Fitness Enthusiast
98690,Health-Conscious
98691,Health-Conscious
98692,Health-Conscious
98693,Health-Conscious
98694,Investor
98695,Adventure Seeker
98696,Fitness Enthusiast
98697,Fitness Enthusiast
98698,Investor
98699,Health-Conscious
98700,Fitness Enthusiast
98701,Travel Enthusiast
98702,Investor
98703,Adventure Seeker
98704,Fitness Enthusiast
98705,Travel Enthusiast
98706,Investor
98707,Fitness Enthusiast
98708,Investor
98709,Investor
98710,Travel Enthusiast
98711,Health-Conscious
98712,Fitness Enthusiast
98713,Fitness Enthusiast
98714,Fitness Enthusiast
98715,Travel Enthusiast
98716,Fitness Enthusiast
98717,Travel Enthusiast
98718,Health-Conscious
98719,Travel Enthusiast
98720,Health-Conscious
98721,Investor
98722,Travel Enthusiast
98723,Adventure Seeker
98724,Fitness Enthusiast
98725,Health-Conscious
98726,Investor
98727,Adventure Seeker
98728,Health-Conscious
98729,Adventure Seeker
98730,Adventure Seeker
98731,Travel Enthusiast
98732,Travel Enthusiast
98733,Fitness Enthusiast
98734,Investor
98735,Health-Conscious
98736,Investor
98737,Travel Enthusiast
98738,Adventure Seeker
98739,Adventure Seeker
98740,Adventure Seeker
98741,Adventure Seeker
98742,Adventure Seeker
98743,Travel Enthusiast
98744,Fitness Enthusiast
98745,Fitness Enthusiast
98746,Adventure Seeker
98747,Fitness Enthusiast
98748,Travel Enthusiast
98749,Investor
98750,Investor
98751,Fitness Enthusiast
98752,Health-Conscious
98753,Adventure Seeker
98754,Health-Conscious
98755,Investor
98756,Investor
98757,Health-Conscious
98758,Fitness Enthusiast
98759,Fitness Enthusiast
98760,Health-Conscious
98761,Fitness Enthusiast
98762,Adventure Seeker
98763,Adventure Seeker
98764,Adventure Seeker
98765,Fitness Enthusiast
98766,Fitness Enthusiast
98767,Investor
98768,Travel Enthusiast
98769,Adventure Seeker
98770,Health-Conscious
98771,Investor
98772,Travel Enthusiast
98773,Adventure Seeker
98774,Fitness Enthusiast
98775,Travel Enthusiast
98776,Fitness Enthusiast
98777,Adventure Seeker
98778,Travel Enthusiast
98779,Adventure Seeker
98780,Adventure Seeker
98781,Fitness Enthusiast
98782,Fitness Enthusiast
98783,Investor
98784,Investor
98785,Health-Conscious
98786,Investor
98787,Health-Conscious
98788,Adventure Seeker
98789,Investor
98790,Fitness Enthusiast
98791,Fitness Enthusiast
98792,Travel Enthusiast
98793,Investor
98794,Adventure Seeker
98795,Adventure Seeker
98796,Travel Enthusiast
98797,Travel Enthusiast
98798,Fitness Enthusiast
98799,Health-Conscious
98800,Health-Conscious
98801,Investor
98802,Investor
98803,Travel Enthusiast
98804,Health-Conscious
98805,Fitness Enthusiast
98806,Health-Conscious
98807,Fitness Enthusiast
98808,Investor
98809,Health-Conscious
98810,Investor
98811,Travel Enthusiast
98812,Fitness Enthusiast
98813,Investor
98814,Health-Conscious
98815,Fitness Enthusiast
98816,Adventure Seeker
98817,Adventure Seeker
98818,Adventure Seeker
98819,Health-Conscious
98820,Health-Conscious
98821,Investor
98822,Adventure Seeker
98823,Adventure Seeker
98824,Fitness Enthusiast
98825,Investor
98826,Adventure Seeker
98827,Fitness Enthusiast
98828,Health-Conscious
98829,Travel Enthusiast
98830,Health-Conscious
98831,Travel Enthusiast
98832,Travel Enthusiast
98833,Travel Enthusiast
98834,Travel Enthusiast
98835,Adventure Seeker
98836,Health-Conscious
98837,Health-Conscious
98838,Adventure Seeker
98839,Fitness Enthusiast
98840,Adventure Seeker
98841,Health-Conscious
98842,Adventure Seeker
98843,Investor
98844,Health-Conscious
98845,Fitness Enthusiast
98846,Adventure Seeker
98847,Health-Conscious
98848,Fitness Enthusiast
98849,Travel Enthusiast
98850,Adventure Seeker
98851,Travel Enthusiast
98852,Investor
98853,Adventure Seeker
98854,Investor
98855,Investor
98856,Adventure Seeker
98857,Adventure Seeker
98858,Health-Conscious
98859,Travel Enthusiast
98860,Fitness Enthusiast
98861,Adventure Seeker
98862,Travel Enthusiast
98863,Investor
98864,Fitness Enthusiast
98865,Fitness Enthusiast
98866,Fitness Enthusiast
98867,Travel Enthusiast
98868,Adventure Seeker
98869,Investor
98870,Fitness Enthusiast
98871,Fitness Enthusiast
98872,Adventure Seeker
98873,Health-Conscious
98874,Adventure Seeker
98875,Health-Conscious
98876,Health-Conscious
98877,Fitness Enthusiast
98878,Adventure Seeker
98879,Travel Enthusiast
98880,Travel Enthusiast
98881,Adventure Seeker
98882,Health-Conscious
98883,Adventure Seeker
98884,Adventure Seeker
98885,Travel Enthusiast
98886,Travel Enthusiast
98887,Investor
98888,Adventure Seeker
98889,Health-Conscious
98890,Investor
98891,Travel Enthusiast
98892,Fitness Enthusiast
98893,Investor
98894,Fitness Enthusiast
98895,Adventure Seeker
98896,Adventure Seeker
98897,Health-Conscious
98898,Fitness Enthusiast
98899,Health-Conscious
98900,Fitness Enthusiast
98901,Health-Conscious
98902,Travel Enthusiast
98903,Health-Conscious
98904,Adventure Seeker
98905,Fitness Enthusiast
98906,Travel Enthusiast
98907,Health-Conscious
